CROP TYPE,SOIL TYPE,REGION,TEMPERATURE,WEATHER CONDITION,WATER REQUIREMENT,RANDOM,crop type1,soil type1,weather condition1,region1
ONION,HUMID,DESERT,13-20,WINDY,4.75,0.670130523,4,3,2,4
MELON,WET,DESERT,20-30,SUNNY,6.1,0.997214312,2,2,4,4
TOMATO,DRY,HUMID,40-50,SUNNY,8.46,0.361597255,1,1,4,1
SOYABEAN,DRY,SEMI HUMID,40-50,NORMAL,8.55,0.611961044,3,1,1,2
BEAN,HUMID,HUMID,13-20,WINDY,3.8,0.623185252,15,3,2,1
CITRUS,DRY,HUMID,13-20,SUNNY,5.1,0.145466424,6,1,4,1
TOMATO,DRY,SEMI ARID,30-40,RAINY,0.8,0.674139158,1,1,3,3
SUGARCANE,DRY,HUMID,20-30,WINDY,8.82,0.30035053,10,1,2,1
CABBAGE,DRY,DESERT,13-20,SUNNY,7,0.332987073,14,1,4,4
POTATO,WET,DESERT,20-30,RAINY,0.5,0.424029687,12,2,3,4
MAIZE,WET,SEMI HUMID,13-20,RAINY,0.1,0.693011175,7,2,3,2
MUSTARD,HUMID,SEMI HUMID,40-50,WINDY,7.42,0.758322792,11,3,2,2
RICE,WET,DESERT,13-20,RAINY,2,0.158036067,9,2,3,4
MUSTARD,HUMID,HUMID,13-20,RAINY,0.1,0.756720862,11,3,3,1
ONION,HUMID,DESERT,40-50,NORMAL,0.5,0.181745658,4,3,1,4
COTTON,DRY,DESERT,40-50,NORMAL,11.75,0.596897995,5,1,1,4
CITRUS,DRY,DESERT,30-40,NORMAL,7,0.069016706,6,1,1,4
CABBAGE,DRY,SEMI ARID,40-50,SUNNY,9.5,0.501124054,14,1,4,3
TOMATO,HUMID,SEMI HUMID,30-40,WINDY,6.42,0.203549479,1,3,2,2
RICE,HUMID,SEMI HUMID,30-40,SUNNY,13,0.220036644,9,3,4,2
SUGARCANE,DRY,SEMI ARID,30-40,WINDY,12.6,0.236414578,10,1,2,3
COTTON,DRY,SEMI HUMID,13-20,NORMAL,6.95,0.351858564,5,1,1,2
RICE,DRY,SEMI ARID,20-30,RAINY,8.5,0.656684566,9,1,3,3
SOYABEAN,DRY,DESERT,13-20,WINDY,7.8,0.317594721,3,1,2,4
MELON,HUMID,SEMI ARID,20-30,SUNNY,6.64,0.324457154,2,3,4,3
WHEAT,WET,SEMI ARID,30-40,SUNNY,8.85,0.133144526,8,2,4,3
ONION,DRY,HUMID,13-20,NORMAL,2.75,0.583587875,4,1,1,1
COTTON,HUMID,DESERT,20-30,WINDY,8.7,0.138266581,5,3,2,4
POTATO,HUMID,SEMI ARID,30-40,RAINY,0.8,0.181822217,12,3,3,3
SUGARCANE,HUMID,SEMI HUMID,13-20,WINDY,6.88,0.391157202,10,3,2,2
TOMATO,DRY,DESERT,13-20,WINDY,7.12,0.928451485,1,1,2,4
BANANA,HUMID,SEMI HUMID,20-30,SUNNY,7.1,0.950285314,13,3,4,2
BANANA,WET,HUMID,13-20,SUNNY,3.56,0.892722742,13,2,4,1
TOMATO,DRY,DESERT,30-40,SUNNY,9.62,0.111915702,1,1,4,4
SUGARCANE,HUMID,SEMI ARID,30-40,RAINY,1.2,0.334097722,10,3,3,3
CABBAGE,WET,SEMI HUMID,20-30,SUNNY,4.66,0.300393793,14,2,4,2
MAIZE,HUMID,DESERT,30-40,RAINY,0.5,0.803246493,7,3,3,4
SUGARCANE,WET,SEMI ARID,13-20,WINDY,6.3,0.756429089,10,2,2,3
ONION,DRY,HUMID,20-30,SUNNY,0.1,0.257511098,4,1,4,1
MUSTARD,WET,HUMID,13-20,NORMAL,1.44,0.738713981,11,2,1,1
POTATO,HUMID,SEMI HUMID,13-20,SUNNY,6.1,0.07126855,12,3,4,2
CITRUS,HUMID,SEMI HUMID,13-20,SUNNY,4.6,0.294577898,6,3,4,2
BANANA,WET,SEMI ARID,20-30,NORMAL,5.3,0.573025765,13,2,1,3
SOYABEAN,HUMID,HUMID,30-40,NORMAL,4.9,0.594278554,3,3,1,1
WHEAT,WET,SEMI HUMID,30-40,SUNNY,7.56,0.884498078,8,2,4,2
CITRUS,HUMID,HUMID,20-30,WINDY,4.3,0.271882789,6,3,2,1
BEAN,HUMID,HUMID,40-50,SUNNY,7.3,0.066632612,15,3,4,1
RICE,DRY,HUMID,20-30,WINDY,13,0.295813294,9,1,2,1
ONION,WET,SEMI ARID,20-30,RAINY,3.125,0.691325815,4,2,3,3
MAIZE,WET,HUMID,20-30,WINDY,3.5,0.389233333,7,2,2,1
SUGARCANE,DRY,HUMID,40-50,NORMAL,9.7,0.616028407,10,1,1,1
SUGARCANE,WET,SEMI ARID,30-40,RAINY,0.8,0.113709202,10,2,3,3
RICE,DRY,HUMID,30-40,SUNNY,14.5,0.24530625,9,1,4,1
MAIZE,WET,HUMID,40-50,RAINY,0.2,0.997275655,7,2,3,1
MELON,DRY,SEMI ARID,40-50,WINDY,9.58,0.496439582,2,1,2,3
BANANA,WET,SEMI HUMID,20-30,SUNNY,5.9,0.296966772,13,2,4,2
BEAN,DRY,DESERT,30-40,RAINY,0.8,0.560104058,15,1,3,4
TOMATO,DRY,DESERT,20-30,NORMAL,7.12,0.146516931,1,1,1,4
CABBAGE,DRY,SEMI ARID,20-30,RAINY,0.5,0.458049125,14,1,3,3
MELON,DRY,HUMID,20-30,SUNNY,6.46,0.441300413,2,1,4,1
POTATO,WET,SEMI ARID,40-50,NORMAL,7.2,0.631045616,12,2,1,3
RICE,DRY,DESERT,30-40,RAINY,11,0.556102625,9,1,3,4
CITRUS,HUMID,HUMID,13-20,WINDY,3.3,0.740894194,6,3,2,1
BEAN,WET,SEMI ARID,40-50,NORMAL,6.6,0.347248902,15,2,1,3
ONION,WET,SEMI ARID,13-20,RAINY,2.125,0.157448987,4,2,3,3
CITRUS,HUMID,HUMID,13-20,NORMAL,2.3,0.193064021,6,3,1,1
SUGARCANE,WET,SEMI HUMID,13-20,WINDY,5,0.399196631,10,2,2,2
BANANA,HUMID,SEMI HUMID,20-30,RAINY,0.2,0.271854537,13,3,3,2
ONION,HUMID,DESERT,20-30,SUNNY,4.25,0.407955697,4,3,4,4
MUSTARD,WET,DESERT,30-40,SUNNY,7.1,0.744451068,11,2,4,4
BEAN,HUMID,DESERT,30-40,SUNNY,8.9,0.301607417,15,3,4,4
CITRUS,DRY,HUMID,40-50,SUNNY,8.1,0.61145906,6,1,4,1
COTTON,HUMID,HUMID,13-20,SUNNY,5.15,0.656097436,5,3,4,1
BANANA,DRY,DESERT,20-30,SUNNY,11.35,0.34708192,13,1,4,4
ONION,DRY,DESERT,13-20,RAINY,0.2,0.976684144,4,1,3,4
MAIZE,HUMID,DESERT,30-40,NORMAL,6.68,0.29031649,7,3,1,4
BANANA,HUMID,SEMI HUMID,13-20,RAINY,0.1,0.128955271,13,3,3,2
BANANA,WET,DESERT,13-20,NORMAL,5.15,0.230040313,13,2,1,4
WHEAT,HUMID,SEMI ARID,20-30,SUNNY,9.6,0.013676692,8,3,4,3
WHEAT,DRY,SEMI HUMID,40-50,SUNNY,12.85,0.907356783,8,1,4,2
POTATO,HUMID,SEMI HUMID,13-20,WINDY,5.6,0.654061808,12,3,2,2
MUSTARD,WET,SEMI ARID,20-30,SUNNY,5.56,0.445672791,11,2,4,3
MAIZE,WET,DESERT,13-20,SUNNY,5.1,0.446325036,7,2,4,4
SUGARCANE,DRY,SEMI HUMID,13-20,NORMAL,8.4,0.526654888,10,1,1,2
BANANA,HUMID,SEMI HUMID,13-20,SUNNY,6.39,0.606296259,13,3,4,2
MUSTARD,HUMID,DESERT,30-40,RAINY,0.5,0.339688909,11,3,3,4
RICE,HUMID,SEMI ARID,13-20,WINDY,12.5,0.355929377,9,3,2,3
WHEAT,HUMID,SEMI HUMID,20-30,SUNNY,8.6,0.762300927,8,3,4,2
SOYABEAN,HUMID,SEMI ARID,20-30,RAINY,0.2,0.283081519,3,3,3,3
SOYABEAN,WET,HUMID,13-20,SUNNY,3.14,0.370599053,3,2,4,1
BANANA,DRY,HUMID,13-20,SUNNY,7.15,0.179543031,13,1,4,1
MUSTARD,WET,HUMID,20-30,SUNNY,4,0.72627074,11,2,4,1
CITRUS,WET,HUMID,30-40,WINDY,4.33,0.652172942,6,2,2,1
RICE,DRY,SEMI HUMID,20-30,NORMAL,14.5,0.771666533,9,1,1,2
MELON,HUMID,HUMID,20-30,NORMAL,3.52,0.390698764,2,3,1,1
MUSTARD,DRY,HUMID,20-30,RAINY,0.2,0.926963293,11,1,3,1
MUSTARD,HUMID,DESERT,13-20,WINDY,5.68,0.197709592,11,3,2,4
MAIZE,DRY,DESERT,30-40,SUNNY,9.62,0.220624923,7,1,4,4
COTTON,WET,DESERT,20-30,NORMAL,6.15,0.708293144,5,2,1,4
SOYABEAN,WET,SEMI ARID,20-30,SUNNY,6.1,0.108899832,3,2,4,3
WHEAT,WET,DESERT,13-20,SUNNY,7.7,0.670678424,8,2,4,4
POTATO,DRY,SEMI HUMID,30-40,SUNNY,10.3,0.970668901,12,1,4,2
WHEAT,DRY,HUMID,13-20,SUNNY,8.4,0.077054667,8,1,4,1
POTATO,WET,SEMI HUMID,20-30,SUNNY,5.9,0.127296622,12,2,4,2
WHEAT,HUMID,SEMI ARID,30-40,RAINY,1.2,0.038410917,8,3,3,3
CITRUS,DRY,DESERT,20-30,SUNNY,8,0.090968081,6,1,4,4
RICE,WET,SEMI HUMID,30-40,RAINY,0.5,0.094733777,9,2,3,2
CABBAGE,HUMID,SEMI HUMID,40-50,SUNNY,7.5,0.61064516,14,3,4,2
COTTON,DRY,DESERT,30-40,WINDY,11.65,0.037254918,5,1,2,4
CITRUS,HUMID,SEMI ARID,20-30,RAINY,0.2,0.236423643,6,3,3,3
SUGARCANE,HUMID,SEMI HUMID,40-50,SUNNY,10.5,0.725418725,10,3,4,2
BEAN,WET,SEMI HUMID,20-30,RAINY,0.1,0.600761319,15,2,3,2
CABBAGE,DRY,SEMI ARID,30-40,WINDY,8.1,0.151006617,14,1,2,3
MAIZE,DRY,HUMID,40-50,RAINY,0.5,0.595522984,7,1,3,1
BEAN,HUMID,SEMI ARID,13-20,NORMAL,4.71,0.582766557,15,3,1,3
CITRUS,WET,HUMID,40-50,SUNNY,5.83,0.742432813,6,2,4,1
BANANA,HUMID,SEMI HUMID,30-40,RAINY,0.5,0.749186183,13,3,3,2
COTTON,DRY,DESERT,30-40,SUNNY,12.25,0.348743289,5,1,4,4
POTATO,DRY,SEMI ARID,13-20,RAINY,0.8,0.200932665,12,1,3,3
MELON,DRY,HUMID,40-50,WINDY,7.96,0.087145013,2,1,2,1
POTATO,WET,SEMI ARID,20-30,WINDY,6.3,0.254061102,12,2,2,3
WHEAT,HUMID,SEMI ARID,13-20,NORMAL,7.15,0.60334607,8,3,1,3
CABBAGE,DRY,HUMID,20-30,WINDY,5.5,0.674588715,14,1,2,1
MAIZE,WET,SEMI HUMID,13-20,SUNNY,3.84,0.504833761,7,2,4,2
COTTON,DRY,SEMI ARID,40-50,RAINY,2.7,0.110173724,5,1,3,3
RICE,DRY,HUMID,13-20,WINDY,12,0.510184963,9,1,2,1
MUSTARD,WET,HUMID,20-30,NORMAL,2.44,0.430069614,11,2,1,1
MUSTARD,WET,SEMI HUMID,30-40,RAINY,0.2,0.615291034,11,2,3,2
RICE,HUMID,SEMI HUMID,13-20,RAINY,1.5,0.302590519,9,3,3,2
COTTON,HUMID,SEMI ARID,20-30,NORMAL,6.92,0.797082653,5,3,1,3
RICE,WET,DESERT,30-40,RAINY,4,0.20797831,9,2,3,4
RICE,WET,DESERT,20-30,RAINY,3,0.510183406,9,2,3,4
MAIZE,HUMID,SEMI ARID,13-20,NORMAL,4.14,0.083496435,7,3,1,3
CITRUS,WET,DESERT,20-30,RAINY,0.2,0.796784694,6,2,3,4
TOMATO,HUMID,SEMI ARID,20-30,WINDY,6.14,0.736855207,1,3,2,3
RICE,DRY,SEMI ARID,30-40,WINDY,18.5,0.273943106,9,1,2,3
BEAN,HUMID,SEMI HUMID,20-30,WINDY,5.9,0.783408162,15,3,2,2
TOMATO,DRY,DESERT,13-20,SUNNY,7.62,0.475384612,1,1,4,4
CABBAGE,DRY,SEMI HUMID,20-30,RAINY,0.3,0.753490439,14,1,3,2
ONION,HUMID,SEMI HUMID,40-50,WINDY,5.575,0.320027441,4,3,2,2
POTATO,DRY,HUMID,13-20,NORMAL,5.45,0.899940483,12,1,1,1
MAIZE,DRY,DESERT,13-20,WINDY,7.12,0.978720779,7,1,2,4
BEAN,WET,HUMID,40-50,WINDY,5.6,0.063540659,15,2,2,1
CITRUS,DRY,HUMID,40-50,WINDY,7.6,0.681421778,6,1,2,1
MUSTARD,HUMID,DESERT,20-30,SUNNY,7.18,0.134553634,11,3,4,4
CABBAGE,DRY,SEMI ARID,40-50,RAINY,0.8,0.014010106,14,1,3,3
MAIZE,HUMID,HUMID,20-30,WINDY,4.52,0.408989769,7,3,2,1
MAIZE,DRY,SEMI HUMID,30-40,RAINY,0.5,0.75254488,7,1,3,2
WHEAT,HUMID,DESERT,30-40,NORMAL,10.25,0.5313533,8,3,1,4
WHEAT,WET,SEMI HUMID,13-20,SUNNY,5.5,0.457944431,8,2,4,2
BANANA,WET,SEMI HUMID,30-40,WINDY,6.5,0.951447261,13,2,2,2
COTTON,DRY,SEMI HUMID,30-40,RAINY,0.95,0.777458268,5,1,3,2
WHEAT,DRY,SEMI HUMID,20-30,RAINY,1.5,0.605757694,8,1,3,2
WHEAT,WET,DESERT,40-50,NORMAL,9.4,0.502752622,8,2,1,4
CABBAGE,DRY,DESERT,40-50,RAINY,0.6,0.30168749,14,1,3,4
SOYABEAN,DRY,SEMI HUMID,13-20,RAINY,0.1,0.022977574,3,1,3,2
RICE,WET,SEMI HUMID,30-40,NORMAL,8.5,0.77744174,9,2,1,2
BEAN,WET,HUMID,30-40,NORMAL,3.7,0.508734331,15,2,1,1
WHEAT,WET,SEMI ARID,13-20,WINDY,6.3,0.012563146,8,2,2,3
WHEAT,DRY,HUMID,30-40,SUNNY,10.35,0.816763096,8,1,4,1
COTTON,WET,DESERT,30-40,RAINY,0.8,0.702985367,5,2,3,4
SOYABEAN,HUMID,SEMI ARID,40-50,NORMAL,7.9,0.592964782,3,3,1,3
BEAN,WET,HUMID,40-50,NORMAL,4.6,0.595188188,15,2,1,1
COTTON,HUMID,DESERT,13-20,WINDY,7.7,0.176342394,5,3,2,4
TOMATO,HUMID,SEMI ARID,13-20,RAINY,0.2,0.502907391,1,3,3,3
CITRUS,DRY,SEMI HUMID,20-30,RAINY,0.3,0.053691199,6,1,3,2
POTATO,WET,HUMID,20-30,SUNNY,4.5,0.644629109,12,2,4,1
BEAN,DRY,SEMI ARID,40-50,WINDY,11.8,0.719648973,15,1,2,3
MAIZE,DRY,DESERT,40-50,RAINY,1.12,0.177561233,7,1,3,4
MUSTARD,WET,HUMID,30-40,RAINY,0.1,0.293573275,11,2,3,1
BEAN,DRY,SEMI ARID,30-40,SUNNY,11.3,0.887788574,15,1,4,3
COTTON,WET,DESERT,13-20,NORMAL,5.15,0.727603484,5,2,1,4
MUSTARD,HUMID,SEMI ARID,20-30,NORMAL,5.14,0.664101614,11,3,1,3
RICE,DRY,DESERT,40-50,SUNNY,21.5,0.879205741,9,1,4,4
CITRUS,WET,SEMI ARID,13-20,NORMAL,2.83,0.568216275,6,2,1,3
MUSTARD,HUMID,SEMI ARID,40-50,WINDY,8.14,0.351815644,11,3,2,3
RICE,HUMID,DESERT,13-20,NORMAL,13,0.584907682,9,3,1,4
SUGARCANE,WET,DESERT,40-50,SUNNY,10.9,0.430137025,10,2,4,4
TOMATO,DRY,SEMI ARID,20-30,WINDY,7.58,0.915950562,1,1,2,3
TOMATO,WET,SEMI HUMID,40-50,SUNNY,6.84,0.833821727,1,2,4,2
MAIZE,DRY,SEMI HUMID,40-50,SUNNY,9.36,0.559248362,7,1,4,2
MUSTARD,WET,SEMI ARID,40-50,WINDY,7.06,0.90529986,11,2,2,3
SUGARCANE,WET,DESERT,40-50,RAINY,1.4,0.187323332,10,2,3,4
RICE,HUMID,HUMID,40-50,WINDY,11,0.297923597,9,3,2,1
CITRUS,DRY,SEMI HUMID,20-30,SUNNY,6.8,0.964852494,6,1,4,2
MUSTARD,WET,HUMID,40-50,SUNNY,6,0.525159343,11,2,4,1
BANANA,HUMID,SEMI ARID,13-20,WINDY,6.9,0.315652422,13,3,2,3
BANANA,WET,SEMI ARID,30-40,NORMAL,6.3,0.597992493,13,2,1,3
TOMATO,DRY,SEMI HUMID,40-50,WINDY,8.86,0.582053146,1,1,2,2
CITRUS,HUMID,SEMI ARID,40-50,SUNNY,8.1,0.594146145,6,3,4,3
SOYABEAN,DRY,SEMI HUMID,13-20,SUNNY,7.03,0.373142443,3,1,4,2
ONION,HUMID,HUMID,13-20,WINDY,1.75,0.91755782,4,3,2,1
TOMATO,DRY,SEMI ARID,20-30,SUNNY,8.08,0.495047488,1,1,4,3
TOMATO,HUMID,DESERT,20-30,SUNNY,7.18,0.387190001,1,3,4,4
BANANA,DRY,HUMID,40-50,NORMAL,8.65,0.867750656,13,1,1,1
MELON,HUMID,SEMI HUMID,40-50,SUNNY,7.92,0.768655459,2,3,4,2
RICE,DRY,SEMI HUMID,30-40,NORMAL,15.5,0.049682398,9,1,1,2
MELON,WET,DESERT,30-40,SUNNY,7.1,0.941114141,2,2,4,4
CITRUS,DRY,HUMID,30-40,WINDY,6.6,0.055297962,6,1,2,1
SUGARCANE,HUMID,SEMI HUMID,40-50,WINDY,9.7,0.790911143,10,3,2,2
CITRUS,HUMID,SEMI HUMID,20-30,WINDY,5.2,0.272253605,6,3,2,2
MAIZE,DRY,SEMI HUMID,13-20,WINDY,5.86,0.121645449,7,1,2,2
TOMATO,DRY,HUMID,13-20,WINDY,4.96,0.731351538,1,1,2,1
ONION,DRY,SEMI HUMID,40-50,RAINY,0.5,0.432079346,4,1,3,2
RICE,WET,HUMID,13-20,NORMAL,4,0.464072747,9,2,1,1
WHEAT,HUMID,HUMID,40-50,SUNNY,8.82,0.473930335,8,3,4,1
RICE,DRY,DESERT,40-50,NORMAL,20,0.415432769,9,1,1,4
BANANA,HUMID,SEMI HUMID,40-50,NORMAL,7.5,0.378127142,13,3,1,2
TOMATO,HUMID,HUMID,20-30,WINDY,4.52,0.267357323,1,3,2,1
CITRUS,WET,SEMI ARID,40-50,RAINY,0.3,0.723788656,6,2,3,3
BANANA,DRY,HUMID,40-50,SUNNY,10.15,0.581100613,13,1,4,1
BANANA,DRY,DESERT,13-20,SUNNY,10.25,0.231334111,13,1,4,4
RICE,HUMID,SEMI HUMID,40-50,NORMAL,12.5,0.04898713,9,3,1,2
SUGARCANE,DRY,DESERT,13-20,SUNNY,12,0.250664964,10,1,4,4
RICE,DRY,SEMI HUMID,13-20,WINDY,14.5,0.146476284,9,1,2,2
SOYABEAN,WET,SEMI HUMID,13-20,WINDY,3.6,0.218253597,3,2,2,2
MAIZE,WET,DESERT,40-50,RAINY,0.5,0.050786838,7,2,3,4
MAIZE,DRY,SEMI ARID,13-20,SUNNY,7.08,0.693025852,7,1,4,3
BEAN,HUMID,HUMID,30-40,NORMAL,4.9,0.421737617,15,3,1,1
POTATO,DRY,SEMI ARID,13-20,NORMAL,7.8,0.932855665,12,1,1,3
MELON,WET,SEMI HUMID,13-20,RAINY,0.1,0.475277881,2,2,3,2
MUSTARD,WET,SEMI ARID,30-40,NORMAL,5.06,0.017400668,11,2,1,3
BANANA,WET,DESERT,13-20,RAINY,0.2,0.279790545,13,2,3,4
SUGARCANE,WET,SEMI HUMID,30-40,NORMAL,6.04,0.625248227,10,2,1,2
POTATO,WET,HUMID,20-30,NORMAL,3,0.398765593,12,2,1,1
BEAN,HUMID,SEMI ARID,20-30,RAINY,0.2,0.155669605,15,3,3,3
ONION,DRY,DESERT,13-20,SUNNY,5.75,0.718631464,4,1,4,4
WHEAT,HUMID,HUMID,13-20,NORMAL,4.34,0.731660545,8,3,1,1
RICE,DRY,DESERT,20-30,NORMAL,18,0.795659973,9,1,1,4
BEAN,WET,SEMI ARID,30-40,RAINY,0.3,0.948887104,15,2,3,3
RICE,WET,HUMID,13-20,SUNNY,5.5,0.158825739,9,2,4,1
BANANA,HUMID,SEMI HUMID,20-30,NORMAL,5.6,0.869617896,13,3,1,2
MELON,DRY,DESERT,13-20,WINDY,7.12,0.641962937,2,1,2,4
CABBAGE,WET,SEMI HUMID,20-30,RAINY,0.1,0.983057992,14,2,3,2
ONION,HUMID,DESERT,20-30,WINDY,5.75,0.44146924,4,3,2,4
SOYABEAN,HUMID,SEMI ARID,13-20,WINDY,5.71,0.242463647,3,3,2,3
TOMATO,HUMID,HUMID,13-20,NORMAL,2.52,0.725441903,1,3,1,1
ONION,DRY,SEMI ARID,13-20,SUNNY,5.625,0.179265919,4,1,4,3
WHEAT,DRY,DESERT,30-40,NORMAL,12.4,0.863863194,8,1,1,4
MUSTARD,DRY,HUMID,30-40,NORMAL,5.96,0.352053464,11,1,1,1
CABBAGE,WET,HUMID,40-50,NORMAL,4.33,0.521373114,14,2,1,1
TOMATO,DRY,SEMI ARID,40-50,WINDY,9.58,0.75621337,1,1,2,3
WHEAT,DRY,SEMI HUMID,40-50,WINDY,12.35,0.664478459,8,1,2,2
COTTON,HUMID,HUMID,30-40,RAINY,0.3,0.232696826,5,3,3,1
POTATO,HUMID,SEMI ARID,30-40,SUNNY,9.2,0.997717758,12,3,4,3
BEAN,WET,DESERT,20-30,NORMAL,5.1,0.932956732,15,2,1,4
BEAN,DRY,HUMID,20-30,NORMAL,5.5,0.05436068,15,1,1,1
POTATO,WET,SEMI HUMID,40-50,SUNNY,8.02,0.240522058,12,2,4,2
SUGARCANE,WET,DESERT,13-20,SUNNY,7.7,0.261651973,10,2,4,4
POTATO,DRY,SEMI ARID,20-30,NORMAL,8.8,0.786564374,12,1,1,3
BEAN,DRY,HUMID,30-40,SUNNY,8,0.911053203,15,1,4,1
SOYABEAN,HUMID,HUMID,13-20,SUNNY,4.3,0.830153189,3,3,4,1
TOMATO,DRY,DESERT,40-50,WINDY,10.12,0.08659433,1,1,2,4
MUSTARD,DRY,SEMI HUMID,13-20,WINDY,5.86,0.209652456,11,1,2,2
CITRUS,DRY,SEMI ARID,20-30,NORMAL,6,0.488993549,6,1,1,3
POTATO,DRY,SEMI ARID,30-40,RAINY,1.8,0.209084803,12,1,3,3
BEAN,WET,HUMID,20-30,NORMAL,2.6,0.644621325,15,2,1,1
CABBAGE,DRY,HUMID,40-50,SUNNY,8.1,0.422929974,14,1,4,1
BEAN,WET,HUMID,13-20,NORMAL,1.64,0.124856954,15,2,1,1
MELON,WET,DESERT,40-50,WINDY,7.6,0.328740084,2,2,2,4
ONION,DRY,SEMI ARID,20-30,NORMAL,5.125,0.539829709,4,1,1,3
POTATO,DRY,DESERT,30-40,WINDY,11.7,0.534080504,12,1,2,4
SOYABEAN,DRY,SEMI ARID,13-20,SUNNY,9.48,0.439721901,3,1,4,3
WHEAT,DRY,HUMID,40-50,NORMAL,9.7,0.048975857,8,1,1,1
TOMATO,WET,DESERT,13-20,NORMAL,3.6,0.242923107,1,2,1,4
POTATO,WET,SEMI ARID,40-50,SUNNY,8.7,0.852857678,12,2,4,3
MAIZE,DRY,SEMI HUMID,30-40,NORMAL,6.86,0.176319173,7,1,1,2
MAIZE,DRY,HUMID,20-30,RAINY,0.2,0.358830106,7,1,3,1
BEAN,DRY,HUMID,20-30,WINDY,6.5,0.461071862,15,1,2,1
BEAN,WET,SEMI ARID,40-50,RAINY,0.5,0.289396068,15,2,3,3
ONION,DRY,HUMID,20-30,NORMAL,4.75,0.788588487,4,1,1,1
MELON,HUMID,SEMI ARID,30-40,WINDY,7.14,0.076316152,2,3,2,3
SOYABEAN,HUMID,SEMI HUMID,40-50,SUNNY,8.2,0.648520005,3,3,4,2
WHEAT,WET,HUMID,40-50,NORMAL,5.48,0.196149473,8,2,1,1
TOMATO,DRY,HUMID,13-20,NORMAL,3.96,0.637835762,1,1,1,1
SUGARCANE,WET,DESERT,30-40,NORMAL,8.3,0.658038478,10,2,1,4
BANANA,WET,DESERT,13-20,SUNNY,6.65,0.832801339,13,2,4,4
BEAN,WET,SEMI ARID,40-50,WINDY,7.6,0.323797201,15,2,2,3
SOYABEAN,HUMID,SEMI HUMID,13-20,WINDY,4.9,0.973658578,3,3,2,2
TOMATO,DRY,SEMI ARID,30-40,SUNNY,9.08,0.136300698,1,1,4,3
CABBAGE,WET,HUMID,20-30,NORMAL,2.33,0.326329295,14,2,1,1
POTATO,WET,DESERT,40-50,RAINY,0.15,0.674291992,12,2,3,4
BANANA,WET,SEMI HUMID,20-30,WINDY,5.4,0.783019044,13,2,2,2
MAIZE,WET,DESERT,30-40,NORMAL,5.6,0.870101469,7,2,1,4
CABBAGE,HUMID,DESERT,40-50,WINDY,8.4,0.770506625,14,3,2,4
SOYABEAN,HUMID,HUMID,20-30,SUNNY,5.2,0.317236193,3,3,4,1
CITRUS,WET,DESERT,40-50,NORMAL,6.33,0.746742929,6,2,1,4
COTTON,WET,SEMI ARID,20-30,WINDY,6.3,0.655750957,5,2,2,3
SOYABEAN,WET,HUMID,30-40,WINDY,4.6,0.96490045,3,2,2,1
MELON,HUMID,HUMID,20-30,WINDY,4.52,0.718559102,2,3,2,1
MAIZE,DRY,DESERT,30-40,WINDY,9.12,0.1951371,7,1,2,4
CABBAGE,HUMID,HUMID,13-20,SUNNY,3.8,0.096582757,14,3,4,1
RICE,DRY,DESERT,13-20,RAINY,9,0.53719921,9,1,3,4
WHEAT,DRY,SEMI HUMID,13-20,SUNNY,9.9,0.199919561,8,1,4,2
COTTON,DRY,SEMI ARID,30-40,NORMAL,9.98,0.415072083,5,1,1,3
MUSTARD,HUMID,SEMI HUMID,20-30,SUNNY,5.92,0.753489752,11,3,4,2
SOYABEAN,DRY,SEMI HUMID,30-40,NORMAL,7.6,0.031991833,3,1,1,2
WHEAT,DRY,HUMID,40-50,RAINY,1.7,0.036950403,8,1,3,1
MUSTARD,WET,HUMID,40-50,RAINY,0.2,0.933331298,11,2,3,1
COTTON,HUMID,SEMI HUMID,13-20,NORMAL,4.89,0.7139106,5,3,1,2
COTTON,WET,HUMID,13-20,WINDY,3,0.22497172,5,2,2,1
WHEAT,WET,SEMI HUMID,20-30,WINDY,6.06,0.559804027,8,2,2,2
RICE,DRY,SEMI HUMID,30-40,WINDY,16.5,0.430280808,9,1,2,2
WHEAT,DRY,DESERT,13-20,SUNNY,12,0.907136678,8,1,4,4
BANANA,DRY,SEMI HUMID,40-50,WINDY,10.9,0.931486996,13,1,2,2
ONION,HUMID,HUMID,30-40,SUNNY,0.1,0.444501057,4,3,4,1
CITRUS,HUMID,SEMI ARID,13-20,WINDY,4.7,0.493497568,6,3,2,3
BEAN,DRY,SEMI HUMID,30-40,WINDY,8.6,0.552979652,15,1,2,2
MAIZE,HUMID,HUMID,13-20,NORMAL,2.52,0.999130054,7,3,1,1
BEAN,HUMID,SEMI ARID,20-30,NORMAL,5.8,0.970134245,15,3,1,3
BEAN,HUMID,SEMI HUMID,40-50,WINDY,7.7,0.543732005,15,3,2,2
ONION,DRY,SEMI ARID,30-40,RAINY,0.5,0.840433604,4,1,3,3
CITRUS,DRY,SEMI ARID,30-40,RAINY,0.8,0.31162459,6,1,3,3
MAIZE,HUMID,HUMID,13-20,WINDY,3.52,0.811098714,7,3,2,1
TOMATO,WET,SEMI HUMID,40-50,RAINY,0.3,0.781950426,1,2,3,2
MAIZE,HUMID,HUMID,40-50,NORMAL,5.52,0.979106333,7,3,1,1
BANANA,HUMID,DESERT,13-20,WINDY,7.7,0.148855618,13,3,2,4
RICE,DRY,HUMID,13-20,SUNNY,12.5,0.32874378,9,1,4,1
